Provider,PotentialFraud,IP_TotalClaimAmt_x,IP_TotalClaimAmt_y,IP_TotalLOS_x,IP_TotalLOS_y,IP_TotalDeductible_y,IP_TotalDeductible_x,IP_ClaimCount_x,IP_ClaimCount_y,UniquePatients,UniqueCounties,OP_TotalClaimAmt,OP_ClaimCount,IP_UniqueOperatingPhys_y,IP_UniqueOperatingPhys_x,OP_TotalDeductible,IP_UniqueOtherPhys_x,IP_UniqueOtherPhys_y,IP_UniqueAttendingPhys_x,IP_UniqueAttendingPhys_y,UniqueStates,OP_UniqueOperatingPhys,OP_UniqueAttendingPhys,OP_UniqueOtherPhys,IP_StdClaimAmt_x,IP_StdClaimAmt_y,AvgIPAnnualReimb,IP_AvgClaimAmt_x,IP_AvgClaimAmt_y,IP_AvgLOS_y,IP_AvgLOS_x,OP_StdClaimAmt,PctKidneyDisease,OP_AvgClaimAmt,OP_AvgDeductible,PctHeartfailure,OP_MedianClaimAmt,StdPatientAge,IP_MedianLOS_y,IP_MedianLOS_x,PctDiabetes,PctAlzheimer,IP_MedianClaimAmt_x,IP_MedianClaimAmt_y
PRV51612,0,66000.0,66000.0,72.0,72.0,6408.0,6408.0,6.0,6.0,13,3,770.0,7.0,4.0,4.0,0.0,1.0,1.0,4.0,4.0,1,0.0,5.0,3.0,7238.784428341543,7238.784428341543,15523.076923076924,11000.0,11000.0,12.0,12.0,103.27955589886444,0.23076923076923078,110.0,0.0,0.8461538461538461,70.0,9.447007163128095,8.0,8.0,0.6923076923076923,0.23076923076923078,12500.0,12500.0
PRV51613,0,18000.0,18000.0,21.0,21.0,4272.0,4272.0,4.0,4.0,21,6,2450.0,17.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2,1.0,12.0,7.0,3109.126351029605,3109.126351029605,4697.619047619048,4500.0,4500.0,5.25,5.25,402.2912319379054,0.38095238095238093,144.11764705882354,0.0,0.6666666666666666,40.0,9.510981567152701,3.5,3.5,0.6666666666666666,0.6190476190476191,3500.0,3500.0
PRV51614,1,1446000.0,1446000.0,704.0,704.0,154860.0,154860.0,148.0,148.0,243,15,26150.0,120.0,1.0,1.0,550.0,0.0,0.0,1.0,1.0,6,15.0,67.0,31.0,11199.547242181645,11199.547242181645,9623.744855967077,9770.27027027027,9770.27027027027,4.756756756756757,4.756756756756757,431.88641487101677,0.48559670781893005,217.91666666666666,4.583333333333333,0.6131687242798354,60.0,11.857772516609048,4.0,4.0,0.7242798353909465,0.3991769547325103,7000.0,7000.0
PRV51616,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,9,6120.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,24.0,7.0,7937.253933193771,7937.253933193771,5113.846153846154,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,414.8660580884464,0.38461538461538464,235.3846153846154,0.0,0.5769230769230769,55.0,13.880254258918598,4.0,4.0,0.5769230769230769,0.5384615384615384,7000.0,7000.0
PRV51617,0,109000.0,109000.0,101.0,101.0,11748.0,11748.0,11.0,11.0,22,8,2270.0,11.0,2.0,2.0,0.0,1.0,1.0,5.0,5.0,2,3.0,6.0,4.0,8607.607628772881,8607.607628772881,17246.363636363636,9909.09090909091,9909.09090909091,9.181818181818182,9.181818181818182,300.9409486019716,0.36363636363636365,206.36363636363637,0.0,0.5454545454545454,80.0,7.483641823152304,6.0,6.0,0.7727272727272727,0.4090909090909091,7000.0,7000.0
PRV51618,0,2000.0,2000.0,2.0,2.0,1068.0,1068.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,7937.253933193771,7937.253933193771,2000.0,2000.0,2000.0,2.0,2.0,517.8553338098865,0.0,265.1538461538462,1.9866845940319222,0.0,80.0,12.65418930687249,2.0,2.0,0.0,0.0,2000.0,2000.0
PRV51619,0,75000.0,75000.0,79.0,79.0,7476.0,7476.0,8.0,8.0,18,7,3150.0,11.0,3.0,3.0,0.0,0.0,0.0,5.0,5.0,2,2.0,7.0,3.0,11450.982490598788,11450.982490598788,15366.111111111111,9375.0,9375.0,9.875,9.875,341.6218004540321,0.5,286.3636363636364,0.0,0.6666666666666666,100.0,8.675775843366242,5.0,5.0,0.7777777777777778,0.4444444444444444,5000.0,5000.0
PRV51620,0,20000.0,20000.0,14.0,14.0,3204.0,3204.0,3.0,3.0,8,2,1190.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,1,1.0,3.0,1.0,2081.6659994661327,2081.6659994661327,5062.5,6666.666666666667,6666.666666666667,4.666666666666667,4.666666666666667,262.1449980449751,0.5,238.0,0.0,0.5,100.0,14.658608495535859,5.0,5.0,0.875,0.625,6000.0,6000.0
PRV51621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,530.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,60.91888960832355,0.2222222222222222,58.888888888888886,0.0,0.6666666666666666,40.0,11.204943932616564,4.0,4.0,0.5555555555555556,0.1111111111111111,7000.0,7000.0
PRV51622,0,53000.0,53000.0,40.0,40.0,9612.0,9612.0,9.0,9.0,94,14,48690.0,94.0,7.0,7.0,70.0,0.0,0.0,6.0,6.0,3,13.0,37.0,17.0,4284.98671072748,4284.98671072748,4523.829787234043,5888.888888888889,5888.888888888889,4.444444444444445,4.444444444444445,1560.0858673550413,0.3829787234042553,517.9787234042553,0.7446808510638298,0.5531914893617021,85.0,13.694993534897117,3.0,3.0,0.7340425531914894,0.425531914893617,6000.0,6000.0
PRV51623,0,53000.0,53000.0,32.0,32.0,7476.0,7476.0,7.0,7.0,21,10,3350.0,14.0,4.0,4.0,0.0,2.0,2.0,6.0,6.0,2,3.0,10.0,5.0,6948.792289723035,6948.792289723035,7164.761904761905,7571.428571428572,7571.428571428572,4.571428571428571,4.571428571428571,403.77953401319394,0.38095238095238093,239.28571428571428,0.0,0.7142857142857143,65.0,17.504406330357327,4.0,4.0,0.8571428571428571,0.38095238095238093,4000.0,4000.0
PRV51624,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,320.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1,0.0,3.0,3.0,7937.253933193771,7937.253933193771,1480.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,37.815340802378074,0.2,64.0,8.0,0.4,80.0,16.723311953178936,4.0,4.0,0.8,0.2,7000.0,7000.0
PRV51625,0,19000.0,19000.0,10.0,10.0,4272.0,4272.0,4.0,4.0,7,4,420.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,1,0.0,3.0,0.0,500.0,500.0,14814.285714285714,4750.0,4750.0,2.5,2.5,225.16660498395404,0.2857142857142857,140.0,0.0,0.5714285714285714,10.0,8.313083869463544,2.0,2.0,0.5714285714285714,0.7142857142857143,5000.0,5000.0
PRV51626,0,35000.0,35000.0,3.0,3.0,1068.0,1068.0,1.0,1.0,9,2,1920.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,7.0,3.0,7937.253933193771,7937.253933193771,3888.8888888888887,35000.0,35000.0,3.0,3.0,289.2848324501551,0.2222222222222222,240.0,0.0,0.4444444444444444,100.0,13.744419441396376,3.0,3.0,0.6666666666666666,0.5555555555555556,35000.0,35000.0
PRV51627,0,39000.0,39000.0,21.0,21.0,3204.0,3204.0,3.0,3.0,26,4,5860.0,23.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,1,1.0,4.0,3.0,11532.562594670795,11532.562594670795,8429.615384615385,13000.0,13000.0,7.0,7.0,679.8253088793366,0.34615384615384615,254.7826086956522,0.0,0.46153846153846156,90.0,14.133328289968183,7.0,7.0,0.5769230769230769,0.46153846153846156,9000.0,9000.0
PRV51628,0,13000.0,13000.0,7.0,7.0,2136.0,2136.0,2.0,2.0,6,2,320.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1,0.0,3.0,3.0,2121.3203435596424,2121.3203435596424,9901.666666666666,6500.0,6500.0,3.5,3.5,86.40987597877147,0.6666666666666666,80.0,0.0,1.0,60.0,6.270836143110199,3.5,3.5,0.6666666666666666,0.3333333333333333,6500.0,6500.0
PRV51629,0,213000.0,213000.0,139.0,139.0,22428.0,22428.0,22.0,22.0,20,3,0.0,0.0,5.0,5.0,0.0,2.0,2.0,10.0,10.0,2,0.0,0.0,0.0,7972.490580778761,7972.490580778761,17076.5,9681.818181818182,9681.818181818182,6.318181818181818,6.318181818181818,517.8553338098865,0.6,265.1538461538462,1.9866845940319222,0.6,80.0,11.858550243839021,4.0,4.0,0.75,0.4,8000.0,8000.0
PRV51630,0,0.0,0.0,5.0,5.0,1068.0,1068.0,1.0,1.0,5,3,1860.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,3.0,1.0,7937.253933193771,7937.253933193771,5980.0,0.0,0.0,5.0,5.0,824.1561340749296,0.6,465.0,0.0,1.0,75.0,7.068219452850969,5.0,5.0,0.8,0.2,0.0,0.0
PRV51631,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1500.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.0,3.0,7937.253933193771,7937.253933193771,1333.3333333333333,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,324.59205165869355,0.0,250.0,0.0,0.5,70.0,8.181050317379365,4.0,4.0,0.3333333333333333,0.3333333333333333,7000.0,7000.0
PRV51632,0,19000.0,19000.0,16.0,16.0,4272.0,4272.0,4.0,4.0,25,5,7850.0,22.0,1.0,1.0,70.0,1.0,1.0,4.0,4.0,1,1.0,8.0,5.0,2362.907813126304,2362.907813126304,4924.0,4750.0,4750.0,4.0,4.0,636.3615800832579,0.36,356.8181818181818,3.1818181818181817,0.48,100.0,13.35211687239388,4.5,4.5,0.8,0.4,4000.0,4000.0
PRV51634,0,21000.0,21000.0,21.0,21.0,5340.0,5340.0,5.0,5.0,116,7,50090.0,114.0,4.0,4.0,280.0,0.0,0.0,5.0,5.0,2,6.0,28.0,18.0,4919.349550499537,4919.349550499537,5098.017241379311,4200.0,4200.0,4.2,4.2,1425.2491072982189,0.4051724137931034,439.3859649122807,2.456140350877193,0.5862068965517241,100.0,14.04058311085844,4.0,4.0,0.7413793103448276,0.41379310344827586,4000.0,4000.0
PRV51635,0,24000.0,24000.0,6.0,6.0,1068.0,1068.0,1.0,1.0,29,7,4120.0,28.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,22.0,6.0,7937.253933193771,7937.253933193771,6327.241379310345,24000.0,24000.0,6.0,6.0,173.1806409259834,0.3103448275862069,147.14285714285714,0.0,0.5517241379310345,80.0,8.848580171096994,6.0,6.0,0.8275862068965517,0.41379310344827586,24000.0,24000.0
PRV51636,0,73000.0,73000.0,31.0,31.0,3204.0,3204.0,3.0,3.0,187,8,107020.0,313.0,2.0,2.0,720.0,0.0,0.0,3.0,3.0,1,6.0,6.0,5.0,25696.95182961071,25696.95182961071,4153.422459893048,24333.333333333332,24333.333333333332,10.333333333333334,10.333333333333334,678.961428420548,0.3689839572192513,341.91693290734827,2.3003194888178915,0.6042780748663101,70.0,12.88560732996193,13.0,13.0,0.6577540106951871,0.32085561497326204,10000.0,10000.0
PRV51637,0,38000.0,38000.0,33.0,33.0,7476.0,7476.0,7.0,7.0,34,8,5440.0,27.0,4.0,4.0,100.0,2.0,2.0,5.0,5.0,2,2.0,14.0,10.0,7044.07890494191,7044.07890494191,3108.529411764706,5428.571428571428,5428.571428571428,4.714285714285714,4.714285714285714,370.9520361251749,0.29411764705882354,201.4814814814815,3.7037037037037037,0.4411764705882353,80.0,10.33141992195988,3.0,3.0,0.6764705882352942,0.5294117647058824,3000.0,3000.0
PRV51638,0,18000.0,18000.0,11.0,11.0,2136.0,2136.0,2.0,2.0,4,3,2490.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1,1.0,2.0,0.0,2828.42712474619,2828.42712474619,14250.0,9000.0,9000.0,5.5,5.5,1633.4166645409248,0.25,1245.0,0.0,0.75,1245.0,20.890821910418094,5.5,5.5,1.0,0.0,9000.0,9000.0
PRV51639,0,108000.0,108000.0,36.0,36.0,12816.0,12816.0,12.0,12.0,29,11,4520.0,17.0,5.0,5.0,0.0,1.0,1.0,11.0,11.0,3,2.0,13.0,5.0,9742.129690631866,9742.129690631866,9912.413793103447,9000.0,9000.0,3.0,3.0,452.659624104158,0.5172413793103449,265.88235294117646,0.0,0.6896551724137931,100.0,9.371214102996468,3.0,3.0,0.9655172413793104,0.5517241379310345,6000.0,6000.0
PRV51640,0,16000.0,16000.0,8.0,8.0,3204.0,3204.0,3.0,3.0,7,4,1490.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1,0.0,4.0,1.0,2886.751345948129,2886.751345948129,5748.571428571428,5333.333333333333,5333.333333333333,2.6666666666666665,2.6666666666666665,388.61935103646084,0.2857142857142857,372.5,0.0,0.42857142857142855,345.0,7.195056712855526,2.0,2.0,0.7142857142857143,0.2857142857142857,7000.0,7000.0
PRV51641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,1700.0,14.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1,1.0,7.0,4.0,7937.253933193771,7937.253933193771,5112.307692307692,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,138.72258663950888,0.46153846153846156,121.42857142857143,6.428571428571429,0.7692307692307693,65.0,10.021457714307886,4.0,4.0,0.7692307692307693,0.5384615384615384,7000.0,7000.0
PRV51642,0,5000.0,5000.0,2.0,2.0,0.0,0.0,1.0,1.0,25,3,5460.0,28.0,1.0,1.0,120.0,0.0,0.0,1.0,1.0,1,4.0,15.0,6.0,7937.253933193771,7937.253933193771,2784.0,5000.0,5000.0,2.0,2.0,308.35885780237476,0.28,195.0,4.285714285714286,0.36,80.0,13.685376133398245,2.0,2.0,0.64,0.52,5000.0,5000.0
PRV51644,0,7000.0,7000.0,5.0,5.0,1068.0,1068.0,1.0,1.0,24,5,9490.0,23.0,1.0,1.0,110.0,1.0,1.0,1.0,1.0,1,4.0,9.0,7.0,7937.253933193771,7937.253933193771,4566.25,7000.0,7000.0,5.0,5.0,881.1573865779874,0.4583333333333333,412.60869565217394,4.782608695652174,0.5416666666666666,60.0,10.809021246576608,5.0,5.0,0.5833333333333334,0.2916666666666667,7000.0,7000.0
PRV51645,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,280.0,5.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1,1.0,5.0,2.0,7937.253933193771,7937.253933193771,4200.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,51.76871642217914,0.4,56.0,18.0,0.6,80.0,4.435924110016512,4.0,4.0,0.8,0.4,7000.0,7000.0
PRV51647,0,43700.0,43700.0,33.0,33.0,6408.0,6408.0,6.0,6.0,12,3,1240.0,6.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,1,2.0,3.0,3.0,6183.9846916585,6183.9846916585,12565.0,7283.333333333333,7283.333333333333,5.5,5.5,389.85467377814865,0.6666666666666666,206.66666666666666,0.0,0.6666666666666666,50.0,9.009427339010282,4.5,4.5,0.9166666666666666,0.25,6000.0,6000.0
PRV51650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4,13290.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,7937.253933193771,7937.253933193771,2786.086956521739,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,827.6672955807261,0.2608695652173913,553.75,0.0,0.34782608695652173,150.0,16.60558188696216,4.0,4.0,0.43478260869565216,0.391304347826087,7000.0,7000.0
PRV51652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,1,17600.0,64.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1.0,7937.253933193771,7937.253933193771,4217.755102040816,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,516.5637378272842,0.3877551020408163,275.0,4.21875,0.5918367346938775,70.0,12.79592455098942,4.0,4.0,0.7346938775510204,0.3673469387755102,7000.0,7000.0
PRV51653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,8530.0,24.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,7937.253933193771,7937.253933193771,1170.8333333333333,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,708.8016780740433,0.3333333333333333,355.4166666666667,4.583333333333333,0.5416666666666666,70.0,11.042536232569807,4.0,4.0,0.625,0.3333333333333333,7000.0,7000.0
PRV51654,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,220.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,127.27922061357856,0.5,110.0,5.0,1.0,110.0,14.024042499426013,4.0,4.0,1.0,0.5,7000.0,7000.0
PRV51655,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,70.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1,0.0,2.0,2.0,7937.253933193771,7937.253933193771,5400.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,20.816659994661325,0.0,23.333333333333332,13.333333333333334,0.0,30.0,1.1554908878237302,4.0,4.0,0.3333333333333333,0.6666666666666666,7000.0,7000.0
PRV51656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,4860.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,4019.1304347826085,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,420.7061633602817,0.34782608695652173,211.30434782608697,0.0,0.6086956521739131,80.0,15.128031555802034,4.0,4.0,0.782608695652174,0.43478260869565216,7000.0,7000.0
PRV51657,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,3760.0,4.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,1,0.0,3.0,1.0,7937.253933193771,7937.253933193771,7870.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,1583.161394173064,1.0,940.0,50.0,0.75,230.0,15.038693197412336,4.0,4.0,0.5,0.75,7000.0,7000.0
PRV51658,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1770.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.0,1.0,7937.253933193771,7937.253933193771,3148.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,640.6871311334418,0.2,354.0,0.0,0.2,70.0,24.893326611764792,4.0,4.0,0.6,0.4,7000.0,7000.0
PRV51660,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,180.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1,1.0,3.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,45.8257569495584,0.6666666666666666,60.0,10.0,0.6666666666666666,70.0,31.47983156668714,4.0,4.0,1.0,0.3333333333333333,7000.0,7000.0
PRV51661,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,4,47570.0,134.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,1,3.0,4.0,2.0,7937.253933193771,7937.253933193771,3465.955056179775,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,674.8441758318253,0.3258426966292135,355.0,4.253731343283582,0.5617977528089888,90.0,13.99691164958534,4.0,4.0,0.7303370786516854,0.3146067415730337,7000.0,7000.0
PRV51664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,790.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,7937.253933193771,7937.253933193771,835.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,84.12292592787455,0.2,79.0,5.0,0.6,65.0,6.377141266568442,4.0,4.0,0.8,0.3,7000.0,7000.0
PRV51665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,3810.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,7937.253933193771,7937.253933193771,6950.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,521.1498276476188,0.4,254.0,2.6666666666666665,0.4,100.0,14.161714488022765,4.0,4.0,0.8,0.26666666666666666,7000.0,7000.0
PRV51666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,517.8553338098865,0.0,50.0,0.0,0.0,50.0,12.65418930687249,4.0,4.0,0.0,0.0,7000.0,7000.0
PRV51668,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,9,9020.0,38.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,2,4.0,7.0,7.0,7937.253933193771,7937.253933193771,3063.703703703704,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,410.9822394434826,0.4444444444444444,237.3684210526316,2.8947368421052633,0.5555555555555556,100.0,11.115555025813347,4.0,4.0,0.7777777777777778,0.37037037037037035,7000.0,7000.0
PRV51669,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,9,21060.0,76.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,2,7.0,29.0,14.0,7937.253933193771,7937.253933193771,3175.4054054054054,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,510.956790839757,0.3918918918918919,277.10526315789474,4.2105263157894735,0.5540540540540541,80.0,12.127552240288258,4.0,4.0,0.6351351351351351,0.43243243243243246,7000.0,7000.0
PRV51670,0,6000.0,6000.0,8.0,8.0,1068.0,1068.0,1.0,1.0,286,12,116850.0,435.0,1.0,1.0,1250.0,0.0,0.0,1.0,1.0,3,25.0,72.0,42.0,7937.253933193771,7937.253933193771,3065.5594405594406,6000.0,6000.0,8.0,8.0,597.0090050455802,0.3356643356643357,268.62068965517244,2.8735632183908044,0.493006993006993,70.0,12.442922687567362,8.0,8.0,0.583916083916084,0.34965034965034963,6000.0,6000.0
PRV51671,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,8,8490.0,39.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,6.0,14.0,10.0,7937.253933193771,7937.253933193771,3589.230769230769,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,338.05528618588204,0.41025641025641024,217.69230769230768,2.5641025641025643,0.6410256410256411,80.0,13.395663409773976,4.0,4.0,0.6666666666666666,0.3076923076923077,7000.0,7000.0
PRV51672,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,2270.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,3.0,4.0,7937.253933193771,7937.253933193771,833.3333333333334,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,713.1175686145074,0.16666666666666666,378.3333333333333,0.0,0.0,25.0,8.872984707080393,4.0,4.0,0.6666666666666666,0.5,7000.0,7000.0
PRV51673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,6,51180.0,183.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,1402.077922077922,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,531.8306572164896,0.2727272727272727,279.672131147541,3.7158469945355193,0.5194805194805194,80.0,13.645137161624257,4.0,4.0,0.6233766233766234,0.2727272727272727,7000.0,7000.0
PRV51674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1400.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,2.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,367.7861697599118,0.25,350.0,0.0,0.25,285.0,13.826561461007199,4.0,4.0,1.0,0.25,7000.0,7000.0
PRV51675,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,9,7690.0,28.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2.0,9.0,5.0,7937.253933193771,7937.253933193771,2293.5714285714284,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,474.977443073428,0.2857142857142857,274.64285714285717,3.5714285714285716,0.6785714285714286,90.0,18.152780416627575,4.0,4.0,0.5714285714285714,0.39285714285714285,7000.0,7000.0
PRV51676,0,50000.0,50000.0,21.0,21.0,3204.0,3204.0,3.0,3.0,126,14,41920.0,135.0,2.0,2.0,520.0,1.0,1.0,2.0,2.0,2,10.0,22.0,19.0,16072.751268321592,16072.751268321592,3986.5079365079364,16666.666666666668,16666.666666666668,7.0,7.0,567.4482270006198,0.38095238095238093,310.51851851851853,3.8518518518518516,0.5396825396825397,90.0,13.567544914645723,5.0,5.0,0.7301587301587301,0.38095238095238093,10000.0,10000.0
PRV51678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,9,25540.0,66.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,3,7.0,23.0,13.0,7937.253933193771,7937.253933193771,4939.0625,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,649.3617450933464,0.484375,386.969696969697,4.696969696969697,0.578125,95.0,12.383045205077908,4.0,4.0,0.671875,0.3125,7000.0,7000.0
PRV51679,0,30000.0,30000.0,20.0,20.0,2136.0,2136.0,2.0,2.0,16,3,9420.0,36.0,2.0,2.0,70.0,0.0,0.0,2.0,2.0,1,2.0,5.0,5.0,14142.13562373095,14142.13562373095,2500.0,15000.0,15000.0,10.0,10.0,452.4757294201378,0.4375,261.6666666666667,1.9444444444444444,0.6875,100.0,12.049514619182318,10.0,10.0,0.625,0.5625,15000.0,15000.0
PRV51681,0,51000.0,51000.0,12.0,12.0,1068.0,1068.0,1.0,1.0,26,9,18130.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,4.0,8.0,5.0,7937.253933193771,7937.253933193771,8216.153846153846,51000.0,51000.0,12.0,12.0,1618.8836688697966,0.5,725.2,0.0,0.6153846153846154,70.0,15.240249425169788,12.0,12.0,0.8076923076923077,0.3076923076923077,51000.0,51000.0
PRV51682,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5,9110.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,7.0,6.0,7937.253933193771,7937.253933193771,6611.25,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,1515.5349715529496,0.5625,569.375,0.0,0.6875,95.0,9.59802520216752,4.0,4.0,0.875,0.5625,7000.0,7000.0
PRV51685,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,8,11830.0,55.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1,3.0,4.0,3.0,7937.253933193771,7937.253933193771,2234.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,474.7821049050261,0.4,215.0909090909091,1.4545454545454546,0.55,70.0,13.56859004756939,4.0,4.0,0.7,0.375,7000.0,7000.0
